[INFO ] 2016-12-14 20:19:56,632 -- WorkingPath: /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/CARSKit.Workspace/
[INFO ] 2016-12-14 20:19:56,638 -- Your original rating data path: /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/Data_InCarMusic.csv
[INFO ] 2016-12-14 20:19:56,638 -- Current working path: /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/CARSKit.Workspace/
[WARN ] 2016-12-14 20:19:56,639 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2016-12-14 20:19:56,757 -- Data transformaton completed (from Compact to Binary format). See new rating file: /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2016-12-14 20:19:56,767 -- Dataset: ...ARSKit.Workspace/ratings_binary.txt
[INFO ] 2016-12-14 20:19:56,768 -- DataPath: /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2016-12-14 20:19:56,888 -- Rating data set has been successfully loaded.
[INFO ] 2016-12-14 20:19:56,897 -- 
/***************************************************************************************************************************************************
 *
 * Dataset: /home/kpour2001/IdeaProjects/CARSKit/context-aware_data_sets/Music_InCarMusic/CARSKit.Workspace/ratings_binary.txt
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 42
 * Item amount: 139
 * Rate amount: 3938
 * Context dimensions: 8 (drivingstyle, landscape, mood, naturalphenomena, roadtype, sleepiness, trafficconditions, weather)
 * Context conditions: 34 (drivingstyle: 3, landscape: 5, mood: 5, naturalphenomena: 5, roadtype: 4, sleepiness: 3, trafficconditions: 4, weather: 5)
 * Context situations: 27
 * Data density: 0.0007%
 * Scale distribution: [2.0 x 705, 4.0 x 513, 0.0 x 122, 1.0 x 1452, 5.0 x 494, 3.0 x 652]
 * Average value of all ratings: 2.447647
 * Standard deviation of all ratings: 1.474440
 * Mode of all rating values: 1.000000
 * Median of all rating values: 2.000000
 *
 ***************************************************************************************************************************************************/
[INFO ] 2016-12-14 20:19:56,898 -- With Setup: cv -k 5 -p on --rand-seed 1 --test-view all
[DEBUG] 2016-12-14 20:19:56,915 -- Fold [1]: training amount: 3029, test amount: 753
[DEBUG] 2016-12-14 20:19:56,924 -- Fold [2]: training amount: 3025, test amount: 757
[DEBUG] 2016-12-14 20:19:56,930 -- Fold [3]: training amount: 3023, test amount: 759
[DEBUG] 2016-12-14 20:19:56,937 -- Fold [4]: training amount: 3025, test amount: 757
[DEBUG] 2016-12-14 20:19:56,945 -- Fold [5]: training amount: 3026, test amount: 756
[DEBUG] 2016-12-14 20:19:57,626 -- SVD++ fold [2] iter 33: loss = 2.2179976, delta_loss = 0.28776258, learn_rate = 0.09076079
[DEBUG] 2016-12-14 20:19:57,626 -- SVD++ fold [5] iter 27: loss = 4.677236, delta_loss = 1.2750874, learn_rate = 0.0677271
[DEBUG] 2016-12-14 20:19:57,627 -- SVD++ fold [3] iter 29: loss = 2.7699122, delta_loss = 0.46937042, learn_rate = 0.07466912
[DEBUG] 2016-12-14 20:19:57,629 -- SVD++ fold [1] iter 29: loss = 3.6998136, delta_loss = 0.7185258, learn_rate = 0.07466912
[DEBUG] 2016-12-14 20:19:57,629 -- SVD++ fold [2] iter 34: loss = 1.9813099, delta_loss = 0.2366876, learn_rate = 0.09529883
[DEBUG] 2016-12-14 20:19:57,631 -- SVD++ fold [4] iter 38: loss = 1.3264865, delta_loss = 0.07182417, learn_rate = 0.11583632
[DEBUG] 2016-12-14 20:19:57,633 -- SVD++ fold [5] iter 28: loss = 3.7312515, delta_loss = 0.9459846, learn_rate = 0.07111345
[DEBUG] 2016-12-14 20:19:57,633 -- SVD++ fold [2] iter 35: loss = 1.7879626, delta_loss = 0.19334742, learn_rate = 0.10006377
[DEBUG] 2016-12-14 20:19:57,634 -- SVD++ fold [3] iter 30: loss = 2.4105787, delta_loss = 0.35933366, learn_rate = 0.07840258
[DEBUG] 2016-12-14 20:19:57,635 -- SVD++ fold [1] iter 30: loss = 3.128906, delta_loss = 0.57090753, learn_rate = 0.07840258
[DEBUG] 2016-12-14 20:19:57,637 -- SVD++ fold [2] iter 36: loss = 1.6319835, delta_loss = 0.15597902, learn_rate = 0.105066955
[DEBUG] 2016-12-14 20:19:57,638 -- SVD++ fold [4] iter 39: loss = 1.2721922, delta_loss = 0.05429422, learn_rate = 0.121628135
[DEBUG] 2016-12-14 20:19:57,640 -- SVD++ fold [5] iter 29: loss = 3.0339167, delta_loss = 0.6973347, learn_rate = 0.07466912
[DEBUG] 2016-12-14 20:19:57,641 -- SVD++ fold [2] iter 37: loss = 1.5083421, delta_loss = 0.12364142, learn_rate = 0.11032031
[DEBUG] 2016-12-14 20:19:57,641 -- SVD++ fold [3] iter 31: loss = 2.1314554, delta_loss = 0.27912313, learn_rate = 0.08232271
[DEBUG] 2016-12-14 20:19:57,642 -- SVD++ fold [1] iter 31: loss = 2.6744092, delta_loss = 0.45449698, learn_rate = 0.08232271
[DEBUG] 2016-12-14 20:19:57,645 -- SVD++ fold [4] iter 40: loss = 1.2311381, delta_loss = 0.041054156, learn_rate = 0.12770954
[DEBUG] 2016-12-14 20:19:57,646 -- SVD++ fold [2] iter 38: loss = 1.4122533, delta_loss = 0.09608883, learn_rate = 0.11583632
[DEBUG] 2016-12-14 20:19:57,647 -- SVD++ fold [1] iter 32: loss = 2.313332, delta_loss = 0.36107686, learn_rate = 0.08643884
[DEBUG] 2016-12-14 20:19:57,647 -- SVD++ fold [5] iter 30: loss = 2.5233505, delta_loss = 0.51056623, learn_rate = 0.07840258
[DEBUG] 2016-12-14 20:19:57,647 -- SVD++ fold [3] iter 32: loss = 1.9114122, delta_loss = 0.22004323, learn_rate = 0.08643884
[DEBUG] 2016-12-14 20:19:57,651 -- SVD++ fold [1] iter 33: loss = 2.0281067, delta_loss = 0.28522557, learn_rate = 0.09076079
[DEBUG] 2016-12-14 20:19:57,652 -- SVD++ fold [2] iter 39: loss = 1.3388412, delta_loss = 0.07341208, learn_rate = 0.121628135
[DEBUG] 2016-12-14 20:19:57,653 -- SVD++ fold [5] iter 31: loss = 2.1526332, delta_loss = 0.37071747, learn_rate = 0.08232271
[DEBUG] 2016-12-14 20:19:57,655 -- SVD++ fold [3] iter 33: loss = 1.7357426, delta_loss = 0.17566971, learn_rate = 0.09076079
[DEBUG] 2016-12-14 20:19:57,657 -- SVD++ fold [2] iter 40: loss = 1.283223, delta_loss = 0.055618204, learn_rate = 0.12770954
[DEBUG] 2016-12-14 20:19:57,657 -- SVD++ fold [1] iter 34: loss = 1.8047754, delta_loss = 0.22333123, learn_rate = 0.09529883
[DEBUG] 2016-12-14 20:19:57,660 -- SVD++ fold [4] iter 41: loss = 1.1999018, delta_loss = 0.031236293, learn_rate = 0.13409501
[DEBUG] 2016-12-14 20:19:57,660 -- SVD++ fold [5] iter 32: loss = 1.8859677, delta_loss = 0.2666654, learn_rate = 0.08643884
[DEBUG] 2016-12-14 20:19:57,661 -- SVD++ fold [2] iter 41: loss = 1.240855, delta_loss = 0.04236796, learn_rate = 0.13409501
[DEBUG] 2016-12-14 20:19:57,661 -- SVD++ fold [3] iter 34: loss = 1.5943261, delta_loss = 0.14141643, learn_rate = 0.09529883
[DEBUG] 2016-12-14 20:19:57,664 -- SVD++ fold [1] iter 35: loss = 1.6318247, delta_loss = 0.17295064, learn_rate = 0.10006377
[DEBUG] 2016-12-14 20:19:57,666 -- SVD++ fold [2] iter 42: loss = 1.207889, delta_loss = 0.032966066, learn_rate = 0.14079978
[DEBUG] 2016-12-14 20:19:57,667 -- SVD++ fold [5] iter 33: loss = 1.6957663, delta_loss = 0.19020136, learn_rate = 0.09076079
[DEBUG] 2016-12-14 20:19:57,668 -- SVD++ fold [4] iter 42: loss = 1.1757696, delta_loss = 0.024132207, learn_rate = 0.14079978
[DEBUG] 2016-12-14 20:19:57,668 -- SVD++ fold [3] iter 35: loss = 1.4801592, delta_loss = 0.11416702, learn_rate = 0.10006377
[DEBUG] 2016-12-14 20:19:57,670 -- SVD++ fold [1] iter 36: loss = 1.499458, delta_loss = 0.1323668, learn_rate = 0.105066955
[DEBUG] 2016-12-14 20:19:57,672 -- SVD++ fold [2] iter 43: loss = 1.181358, delta_loss = 0.026530927, learn_rate = 0.14783975
[DEBUG] 2016-12-14 20:19:57,674 -- SVD++ fold [1] iter 37: loss = 1.3992151, delta_loss = 0.10024285, learn_rate = 0.11032031
[DEBUG] 2016-12-14 20:19:57,674 -- SVD++ fold [5] iter 34: loss = 1.5607283, delta_loss = 0.135038, learn_rate = 0.09529883
[DEBUG] 2016-12-14 20:19:57,675 -- SVD++ fold [3] iter 36: loss = 1.3882364, delta_loss = 0.09192269, learn_rate = 0.105066955
[DEBUG] 2016-12-14 20:19:57,675 -- SVD++ fold [4] iter 43: loss = 1.1566138, delta_loss = 0.019155815, learn_rate = 0.14783975
[DEBUG] 2016-12-14 20:19:57,676 -- SVD++ fold [2] iter 44: loss = 1.1591576, delta_loss = 0.022200365, learn_rate = 0.15523174
[DEBUG] 2016-12-14 20:19:57,678 -- SVD++ fold [1] iter 38: loss = 1.3238468, delta_loss = 0.075368315, learn_rate = 0.11583632
[DEBUG] 2016-12-14 20:19:57,679 -- SVD++ fold [2] iter 45: loss = 1.1398867, delta_loss = 0.01927091, learn_rate = 0.16299334
[DEBUG] 2016-12-14 20:19:57,681 -- SVD++ fold [5] iter 35: loss = 1.4646004, delta_loss = 0.096127905, learn_rate = 0.10006377
[DEBUG] 2016-12-14 20:19:57,681 -- SVD++ fold [3] iter 37: loss = 1.3147599, delta_loss = 0.07347655, learn_rate = 0.11032031
[DEBUG] 2016-12-14 20:19:57,682 -- SVD++ fold [4] iter 44: loss = 1.1407973, delta_loss = 0.015816528, learn_rate = 0.15523174
[DEBUG] 2016-12-14 20:19:57,682 -- SVD++ fold [1] iter 39: loss = 1.2673092, delta_loss = 0.056537643, learn_rate = 0.121628135
[DEBUG] 2016-12-14 20:19:57,684 -- SVD++ fold [2] iter 46: loss = 1.1226411, delta_loss = 0.017245613, learn_rate = 0.171143
[DEBUG] 2016-12-14 20:19:57,686 -- SVD++ fold [1] iter 40: loss = 1.2247467, delta_loss = 0.042562515, learn_rate = 0.12770954
[DEBUG] 2016-12-14 20:19:57,688 -- SVD++ fold [5] iter 36: loss = 1.3952854, delta_loss = 0.069315106, learn_rate = 0.105066955
[DEBUG] 2016-12-14 20:19:57,688 -- SVD++ fold [2] iter 47: loss = 1.1068265, delta_loss = 0.01581464, learn_rate = 0.17970015
[DEBUG] 2016-12-14 20:19:57,688 -- SVD++ fold [3] iter 38: loss = 1.2566212, delta_loss = 0.058138575, learn_rate = 0.11583632
[DEBUG] 2016-12-14 20:19:57,689 -- SVD++ fold [4] iter 45: loss = 1.1270938, delta_loss = 0.013703469, learn_rate = 0.16299334
[DEBUG] 2016-12-14 20:19:57,689 -- SVD++ fold [1] iter 41: loss = 1.1923898, delta_loss = 0.032356832, learn_rate = 0.13409501
[DEBUG] 2016-12-14 20:19:57,692 -- SVD++ fold [2] iter 48: loss = 1.092022, delta_loss = 0.014804587, learn_rate = 0.18868516
[DEBUG] 2016-12-14 20:19:57,693 -- SVD++ fold [1] iter 42: loss = 1.167376, delta_loss = 0.02501372, learn_rate = 0.14079978
[DEBUG] 2016-12-14 20:19:57,694 -- SVD++ fold [5] iter 37: loss = 1.3440787, delta_loss = 0.05120667, learn_rate = 0.11032031
[DEBUG] 2016-12-14 20:19:57,695 -- SVD++ fold [3] iter 39: loss = 1.2111014, delta_loss = 0.0455199, learn_rate = 0.121628135
[DEBUG] 2016-12-14 20:19:57,696 -- SVD++ fold [4] iter 46: loss = 1.114618, delta_loss = 0.012475813, learn_rate = 0.171143
[DEBUG] 2016-12-14 20:19:57,697 -- SVD++ fold [2] iter 49: loss = 1.0778981, delta_loss = 0.014123745, learn_rate = 0.19811942
[DEBUG] 2016-12-14 20:19:57,698 -- SVD++ fold [1] iter 43: loss = 1.1475478, delta_loss = 0.01982829, learn_rate = 0.14783975
[DEBUG] 2016-12-14 20:19:57,701 -- SVD++ fold [2] iter 50: loss = 1.0641806, delta_loss = 0.013717552, learn_rate = 0.20802538
[DEBUG] 2016-12-14 20:19:57,701 -- SVD++ fold [3] iter 40: loss = 1.1757288, delta_loss = 0.03537255, learn_rate = 0.12770954
[DEBUG] 2016-12-14 20:19:57,701 -- SVD++ fold [5] iter 38: loss = 1.3049484, delta_loss = 0.03913024, learn_rate = 0.11583632
[DEBUG] 2016-12-14 20:19:57,702 -- SVD++ fold [1] iter 44: loss = 1.1312783, delta_loss = 0.016269524, learn_rate = 0.15523174
[DEBUG] 2016-12-14 20:19:57,702 -- SVD++ fold [4] iter 47: loss = 1.1027625, delta_loss = 0.011855477, learn_rate = 0.17970015
[DEBUG] 2016-12-14 20:19:57,705 -- SVD++ fold [2] iter 51: loss = 1.0506417, delta_loss = 0.013538926, learn_rate = 0.21842666
[DEBUG] 2016-12-14 20:19:57,706 -- SVD++ fold [1] iter 45: loss = 1.1173459, delta_loss = 0.013932322, learn_rate = 0.16299334
[DEBUG] 2016-12-14 20:19:57,708 -- SVD++ fold [3] iter 41: loss = 1.1482495, delta_loss = 0.02747935, learn_rate = 0.13409501
[DEBUG] 2016-12-14 20:19:57,708 -- SVD++ fold [5] iter 39: loss = 1.2738628, delta_loss = 0.031085601, learn_rate = 0.121628135
[DEBUG] 2016-12-14 20:19:57,709 -- SVD++ fold [4] iter 48: loss = 1.0911394, delta_loss = 0.0116230585, learn_rate = 0.18868516
[DEBUG] 2016-12-14 20:19:57,710 -- SVD++ fold [1] iter 46: loss = 1.1048479, delta_loss = 0.012498055, learn_rate = 0.171143
[DEBUG] 2016-12-14 20:19:57,711 -- SVD++ fold [2] iter 52: loss = 1.0371083, delta_loss = 0.013533393, learn_rate = 0.22934799
[DEBUG] 2016-12-14 20:19:57,715 -- SVD++ fold [1] iter 47: loss = 1.0931343, delta_loss = 0.011713674, learn_rate = 0.17970015
[DEBUG] 2016-12-14 20:19:57,715 -- SVD++ fold [3] iter 42: loss = 1.1266575, delta_loss = 0.021592027, learn_rate = 0.14079978
[DEBUG] 2016-12-14 20:19:57,715 -- SVD++ fold [5] iter 40: loss = 1.2482051, delta_loss = 0.025657786, learn_rate = 0.12770954
[DEBUG] 2016-12-14 20:19:57,715 -- SVD++ fold [4] iter 49: loss = 1.0795201, delta_loss = 0.011619311, learn_rate = 0.19811942
[DEBUG] 2016-12-14 20:19:57,717 -- SVD++ fold [2] iter 53: loss = 1.0234712, delta_loss = 0.0136370165, learn_rate = 0.24081539
[DEBUG] 2016-12-14 20:19:57,719 -- SVD++ fold [1] iter 48: loss = 1.0817509, delta_loss = 0.011383345, learn_rate = 0.18868516
[DEBUG] 2016-12-14 20:19:57,721 -- SVD++ fold [3] iter 43: loss = 1.1092435, delta_loss = 0.017413907, learn_rate = 0.14783975
[DEBUG] 2016-12-14 20:19:57,722 -- SVD++ fold [2] iter 54: loss = 1.0096867, delta_loss = 0.013784625, learn_rate = 0.25285617
[DEBUG] 2016-12-14 20:19:57,722 -- SVD++ fold [5] iter 41: loss = 1.2263039, delta_loss = 0.021901065, learn_rate = 0.13409501
[DEBUG] 2016-12-14 20:19:57,723 -- SVD++ fold [1] iter 49: loss = 1.0703894, delta_loss = 0.011361558, learn_rate = 0.19811942
[DEBUG] 2016-12-14 20:19:57,723 -- SVD++ fold [4] iter 50: loss = 1.0677711, delta_loss = 0.011749092, learn_rate = 0.20802538
[DEBUG] 2016-12-14 20:19:57,727 -- SVD++ fold [1] iter 50: loss = 1.0588485, delta_loss = 0.011540786, learn_rate = 0.20802538
[DEBUG] 2016-12-14 20:19:57,728 -- SVD++ fold [3] iter 44: loss = 1.0946275, delta_loss = 0.014616043, learn_rate = 0.15523174
[DEBUG] 2016-12-14 20:19:57,728 -- SVD++ fold [2] iter 55: loss = 0.99576217, delta_loss = 0.013924482, learn_rate = 0.26549897
[DEBUG] 2016-12-14 20:19:57,729 -- SVD++ fold [5] iter 42: loss = 1.2070864, delta_loss = 0.019217523, learn_rate = 0.14079978
[DEBUG] 2016-12-14 20:19:57,731 -- SVD++ fold [1] iter 51: loss = 1.0470158, delta_loss = 0.011832741, learn_rate = 0.21842666
[DEBUG] 2016-12-14 20:19:57,732 -- SVD++ fold [4] iter 51: loss = 1.0557945, delta_loss = 0.011976546, learn_rate = 0.21842666
[DEBUG] 2016-12-14 20:19:57,735 -- SVD++ fold [2] iter 56: loss = 0.98173285, delta_loss = 0.01402931, learn_rate = 0.2787739
[DEBUG] 2016-12-14 20:19:57,735 -- SVD++ fold [3] iter 45: loss = 1.0817583, delta_loss = 0.0128692705, learn_rate = 0.16299334
[DEBUG] 2016-12-14 20:19:57,735 -- SVD++ fold [1] iter 52: loss = 1.0348704, delta_loss = 0.012145459, learn_rate = 0.22934799
[DEBUG] 2016-12-14 20:19:57,736 -- SVD++ fold [5] iter 43: loss = 1.1898377, delta_loss = 0.017248709, learn_rate = 0.14783975
[DEBUG] 2016-12-14 20:19:57,739 -- SVD++ fold [1] iter 53: loss = 1.022511, delta_loss = 0.012359344, learn_rate = 0.24081539
[DEBUG] 2016-12-14 20:19:57,741 -- SVD++ fold [2] iter 57: loss = 0.9676513, delta_loss = 0.014081555, learn_rate = 0.2927126
[DEBUG] 2016-12-14 20:19:57,741 -- SVD++ fold [3] iter 46: loss = 1.0698828, delta_loss = 0.011875454, learn_rate = 0.171143
[DEBUG] 2016-12-14 20:19:57,742 -- SVD++ fold [4] iter 52: loss = 1.0434954, delta_loss = 0.012299039, learn_rate = 0.22934799
[DEBUG] 2016-12-14 20:19:57,743 -- SVD++ fold [5] iter 44: loss = 1.1740497, delta_loss = 0.015788024, learn_rate = 0.15523174
[DEBUG] 2016-12-14 20:19:57,743 -- SVD++ fold [1] iter 54: loss = 1.0102111, delta_loss = 0.01229991, learn_rate = 0.25285617
[DEBUG] 2016-12-14 20:19:57,747 -- SVD++ fold [1] iter 55: loss = 0.99855894, delta_loss = 0.011652126, learn_rate = 0.26549897
[DEBUG] 2016-12-14 20:19:57,748 -- SVD++ fold [2] iter 58: loss = 0.9536451, delta_loss = 0.0140061835, learn_rate = 0.30734825
[DEBUG] 2016-12-14 20:19:57,748 -- SVD++ fold [3] iter 47: loss = 1.0584946, delta_loss = 0.011388268, learn_rate = 0.17970015
[DEBUG] 2016-12-14 20:19:57,750 -- SVD++ fold [5] iter 45: loss = 1.1593357, delta_loss = 0.014713995, learn_rate = 0.16299334
[DEBUG] 2016-12-14 20:19:57,750 -- SVD++ fold [4] iter 53: loss = 1.0307952, delta_loss = 0.012700202, learn_rate = 0.24081539
[DEBUG] 2016-12-14 20:19:57,752 -- SVD++ fold [1] iter 56: loss = 0.9891456, delta_loss = 0.009413411, learn_rate = 0.2787739
[DEBUG] 2016-12-14 20:19:57,753 -- SVD++ fold [2] iter 59: loss = 0.9402391, delta_loss = 0.013406032, learn_rate = 0.32271564
[DEBUG] 2016-12-14 20:19:57,755 -- SVD++ fold [3] iter 48: loss = 1.0472729, delta_loss = 0.011221636, learn_rate = 0.18868516
[DEBUG] 2016-12-14 20:19:57,756 -- SVD++ fold [2] iter 60: loss = 0.9299729, delta_loss = 0.01026619, learn_rate = 0.33885145
[DEBUG] 2016-12-14 20:19:57,756 -- SVD++ fold [5] iter 46: loss = 1.1453925, delta_loss = 0.013943115, learn_rate = 0.171143
[DEBUG] 2016-12-14 20:19:57,757 -- SVD++ fold [4] iter 54: loss = 1.0176878, delta_loss = 0.013107431, learn_rate = 0.25285617
[DEBUG] 2016-12-14 20:19:57,759 -- SVD++ fold [1] iter 57: loss = 0.98897624, delta_loss = 1.6930955E-4, learn_rate = 0.2927126
[DEBUG] 2016-12-14 20:19:57,761 -- SVD++ fold [2] iter 61: loss = 0.93693894, delta_loss = -0.006966012, learn_rate = 0.355794
[DEBUG] 2016-12-14 20:19:57,761 -- SVD++ fold [3] iter 49: loss = 1.036025, delta_loss = 0.011247798, learn_rate = 0.19811942
[DEBUG] 2016-12-14 20:19:57,763 -- SVD++ fold [5] iter 47: loss = 1.1319896, delta_loss = 0.013402995, learn_rate = 0.17970015
[DEBUG] 2016-12-14 20:19:57,764 -- SVD++ fold [4] iter 55: loss = 1.0042835, delta_loss = 0.0134042585, learn_rate = 0.26549897
[DEBUG] 2016-12-14 20:19:57,765 -- SVD++ fold [2] iter 62: loss = 1.097751, delta_loss = -0.16081207, learn_rate = 0.177897
[DEBUG] 2016-12-14 20:19:57,766 -- SVD++ fold [1] iter 58: loss = 1.0418333, delta_loss = -0.052856997, learn_rate = 0.30734825
[DEBUG] 2016-12-14 20:19:57,768 -- SVD++ fold [3] iter 50: loss = 1.0246382, delta_loss = 0.011386918, learn_rate = 0.20802538
[DEBUG] 2016-12-14 20:19:57,769 -- SVD++ fold [2] iter 63: loss = 1.2066243, delta_loss = -0.10887333, learn_rate = 0.0889485
[DEBUG] 2016-12-14 20:19:57,770 -- SVD++ fold [5] iter 48: loss = 1.1189629, delta_loss = 0.013026735, learn_rate = 0.18868516
[DEBUG] 2016-12-14 20:19:57,771 -- SVD++ fold [4] iter 56: loss = 0.99075854, delta_loss = 0.0135250185, learn_rate = 0.2787739
[DEBUG] 2016-12-14 20:19:57,773 -- SVD++ fold [1] iter 59: loss = 1.3892564, delta_loss = -0.3474231, learn_rate = 0.15367413
[DEBUG] 2016-12-14 20:19:57,773 -- SVD++ fold [2] iter 64: loss = 0.9508648, delta_loss = 0.2557595, learn_rate = 0.04447425
[DEBUG] 2016-12-14 20:19:57,775 -- SVD++ fold [3] iter 51: loss = 1.0130477, delta_loss = 0.011590446, learn_rate = 0.21842666
[DEBUG] 2016-12-14 20:19:57,777 -- SVD++ fold [2] iter 65: loss = 0.90947, delta_loss = 0.04139479, learn_rate = 0.046697963
[DEBUG] 2016-12-14 20:19:57,777 -- SVD++ fold [5] iter 49: loss = 1.1061985, delta_loss = 0.012764307, learn_rate = 0.19811942
[DEBUG] 2016-12-14 20:19:57,778 -- SVD++ fold [4] iter 57: loss = 0.9774199, delta_loss = 0.013338623, learn_rate = 0.2927126
[DEBUG] 2016-12-14 20:19:57,779 -- SVD++ fold [1] iter 60: loss = 1.350255, delta_loss = 0.03900137, learn_rate = 0.07683706
[DEBUG] 2016-12-14 20:19:57,781 -- SVD++ fold [2] iter 66: loss = 0.8957695, delta_loss = 0.013700536, learn_rate = 0.049032863
[DEBUG] 2016-12-14 20:19:57,781 -- SVD++ fold [3] iter 52: loss = 1.0012251, delta_loss = 0.011822586, learn_rate = 0.22934799
[DEBUG] 2016-12-14 20:19:57,784 -- SVD++ fold [5] iter 50: loss = 1.0935999, delta_loss = 0.012598668, learn_rate = 0.20802538
[DEBUG] 2016-12-14 20:19:57,785 -- SVD++ fold [4] iter 58: loss = 0.9670541, delta_loss = 0.01036582, learn_rate = 0.30734825
[DEBUG] 2016-12-14 20:19:57,785 -- SVD++ fold [2] iter 67: loss = 0.8887431, delta_loss = 0.007026413, learn_rate = 0.051484507
[DEBUG] 2016-12-14 20:19:57,786 -- SVD++ fold [1] iter 61: loss = 1.0263172, delta_loss = 0.32393774, learn_rate = 0.08067891
[DEBUG] 2016-12-14 20:19:57,788 -- SVD++ fold [3] iter 53: loss = 0.98918116, delta_loss = 0.0120439725, learn_rate = 0.24081539
[DEBUG] 2016-12-14 20:19:57,790 -- SVD++ fold [2] iter 68: loss = 0.8836689, delta_loss = 0.0050741937, learn_rate = 0.05405873
[DEBUG] 2016-12-14 20:19:57,790 -- SVD++ fold [5] iter 51: loss = 1.0810503, delta_loss = 0.012549567, learn_rate = 0.21842666
[DEBUG] 2016-12-14 20:19:57,791 -- SVD++ fold [4] iter 59: loss = 0.98034596, delta_loss = -0.013291892, learn_rate = 0.32271564
[DEBUG] 2016-12-14 20:19:57,793 -- SVD++ fold [1] iter 62: loss = 0.97278017, delta_loss = 0.053537056, learn_rate = 0.08471286
[DEBUG] 2016-12-14 20:19:57,793 -- SVD++ fold [2] iter 69: loss = 0.8793935, delta_loss = 0.0042753844, learn_rate = 0.056761667
[DEBUG] 2016-12-14 20:19:57,795 -- SVD++ fold [3] iter 54: loss = 0.9769773, delta_loss = 0.012203855, learn_rate = 0.25285617
[DEBUG] 2016-12-14 20:19:57,797 -- SVD++ fold [5] iter 52: loss = 1.0684012, delta_loss = 0.012649136, learn_rate = 0.22934799
[DEBUG] 2016-12-14 20:19:57,798 -- SVD++ fold [2] iter 70: loss = 0.8755173, delta_loss = 0.0038762034, learn_rate = 0.05959975
[DEBUG] 2016-12-14 20:19:57,798 -- SVD++ fold [4] iter 60: loss = 1.1027131, delta_loss = -0.122367136, learn_rate = 0.16135782
[DEBUG] 2016-12-14 20:19:57,800 -- SVD++ fold [1] iter 63: loss = 0.9505298, delta_loss = 0.022250377, learn_rate = 0.0889485
[DEBUG] 2016-12-14 20:19:57,801 -- SVD++ fold [3] iter 55: loss = 0.9647127, delta_loss = 0.012264637, learn_rate = 0.26549897
[DEBUG] 2016-12-14 20:19:57,802 -- SVD++ fold [2] iter 71: loss = 0.871868, delta_loss = 0.0036492753, learn_rate = 0.062579736
[DEBUG] 2016-12-14 20:19:57,804 -- SVD++ fold [5] iter 53: loss = 1.055526, delta_loss = 0.012875158, learn_rate = 0.24081539
[DEBUG] 2016-12-14 20:19:57,805 -- SVD++ fold [4] iter 61: loss = 1.143464, delta_loss = -0.040750816, learn_rate = 0.08067891
[DEBUG] 2016-12-14 20:19:57,805 -- SVD++ fold [2] iter 72: loss = 0.8683517, delta_loss = 0.003516344, learn_rate = 0.06570873
[DEBUG] 2016-12-14 20:19:57,806 -- SVD++ fold [1] iter 64: loss = 0.93684494, delta_loss = 0.013684851, learn_rate = 0.093395926
[DEBUG] 2016-12-14 20:19:57,808 -- SVD++ fold [3] iter 56: loss = 0.9526058, delta_loss = 0.01210688, learn_rate = 0.2787739
[DEBUG] 2016-12-14 20:19:57,809 -- SVD++ fold [2] iter 73: loss = 0.8649036, delta_loss = 0.0034480467, learn_rate = 0.06899416
[DEBUG] 2016-12-14 20:19:57,811 -- SVD++ fold [5] iter 54: loss = 1.0424839, delta_loss = 0.0130421445, learn_rate = 0.25285617
[DEBUG] 2016-12-14 20:19:57,812 -- SVD++ fold [4] iter 62: loss = 0.97391963, delta_loss = 0.1695443, learn_rate = 0.040339455
[DEBUG] 2016-12-14 20:19:57,813 -- SVD++ fold [1] iter 65: loss = 0.9264118, delta_loss = 0.0104331, learn_rate = 0.09806573
[DEBUG] 2016-12-14 20:19:57,813 -- SVD++ fold [2] iter 74: loss = 0.8614747, delta_loss = 0.0034289646, learn_rate = 0.072443865
[DEBUG] 2016-12-14 20:19:57,815 -- SVD++ fold [3] iter 57: loss = 0.9424866, delta_loss = 0.010119181, learn_rate = 0.2927126
[DEBUG] 2016-12-14 20:19:57,822 -- SVD++ fold [4] iter 63: loss = 0.9420789, delta_loss = 0.031840775, learn_rate = 0.04235643
[DEBUG] 2016-12-14 20:19:57,822 -- SVD++ fold [5] iter 55: loss = 1.0297291, delta_loss = 0.012754789, learn_rate = 0.26549897
[DEBUG] 2016-12-14 20:19:57,822 -- SVD++ fold [2] iter 75: loss = 0.8580273, delta_loss = 0.0034473608, learn_rate = 0.07606606
[DEBUG] 2016-12-14 20:19:57,824 -- SVD++ fold [1] iter 66: loss = 0.91803056, delta_loss = 0.008381251, learn_rate = 0.10296901
[DEBUG] 2016-12-14 20:19:57,826 -- SVD++ fold [3] iter 58: loss = 0.9461114, delta_loss = -0.0036247435, learn_rate = 0.30734825
